01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.0.numG1000.species_tree.tree.compare.csv:98 17 .1735
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.0.numG200.species_tree.tree.compare.csv:98 18 .1837
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.0.numG500.species_tree.tree.compare.csv:98 15 .1531
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.0.numG50.species_tree.tree.compare.csv:98 19 .1939
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.10.numG1000.species_tree.tree.compare.csv:98 10 .102
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.10.numG200.species_tree.tree.compare.csv:98 17 .1735
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.10.numG500.species_tree.tree.compare.csv:98 15 .1531
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.10.numG50.species_tree.tree.compare.csv:98 19 .1939
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.20.numG1000.species_tree.tree.compare.csv:98 13 .1327
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.20.numG200.species_tree.tree.compare.csv:98 16 .1633
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.20.numG500.species_tree.tree.compare.csv:98 9 .0918
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.20.numG50.species_tree.tree.compare.csv:98 16 .1633
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.33.numG1000.species_tree.tree.compare.csv:98 10 .102
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.33.numG200.species_tree.tree.compare.csv:98 14 .1429
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.33.numG500.species_tree.tree.compare.csv:98 11 .1122
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.33.numG50.species_tree.tree.compare.csv:98 14 .1429
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.3.numG1000.species_tree.tree.compare.csv:98 14 .1429
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.3.numG200.species_tree.tree.compare.csv:98 17 .1735
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.3.numG500.species_tree.tree.compare.csv:98 14 .1429
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.3.numG50.species_tree.tree.compare.csv:98 19 .1939
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.50.numG1000.species_tree.tree.compare.csv:98 13 .1327
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.50.numG200.species_tree.tree.compare.csv:98 12 .1224
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.50.numG500.species_tree.tree.compare.csv:98 11 .1122
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.50.numG50.species_tree.tree.compare.csv:98 17 .1735
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.5.numG1000.species_tree.tree.compare.csv:98 14 .1429
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.5.numG200.species_tree.tree.compare.csv:98 16 .1633
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.5.numG500.species_tree.tree.compare.csv:98 14 .1429
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.5.numG50.species_tree.tree.compare.csv:98 19 .1939
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.75.numG1000.species_tree.tree.compare.csv:98 12 .1224
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.75.numG200.species_tree.tree.compare.csv:98 15 .1531
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.75.numG500.species_tree.tree.compare.csv:98 10 .102
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.75.numG50.species_tree.tree.compare.csv:98 19 .1939
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.7.numG1000.species_tree.tree.compare.csv:98 14 .1429
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.7.numG200.species_tree.tree.compare.csv:98 17 .1735
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.7.numG500.species_tree.tree.compare.csv:98 14 .1429
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.7.numG50.species_tree.tree.compare.csv:98 19 .1939
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.non.numG1000.species_tree.tree.compare.csv:98 16 .1633
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.non.numG200.species_tree.tree.compare.csv:98 19 .1939
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.non.numG500.species_tree.tree.compare.csv:98 19 .1939
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_1600.gtr.rerooted.final.contracted.non.numG50.species_tree.tree.compare.csv:98 20 .2041
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.0.numG1000.species_tree.tree.compare.csv:98 21 .2143
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.0.numG200.species_tree.tree.compare.csv:98 20 .2041
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.0.numG500.species_tree.tree.compare.csv:98 17 .1735
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.0.numG50.species_tree.tree.compare.csv:98 23 .2347
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.10.numG1000.species_tree.tree.compare.csv:98 19 .1939
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.10.numG200.species_tree.tree.compare.csv:98 16 .1633
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.10.numG500.species_tree.tree.compare.csv:98 18 .1837
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.10.numG50.species_tree.tree.compare.csv:98 20 .2041
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.20.numG1000.species_tree.tree.compare.csv:98 19 .1939
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.20.numG200.species_tree.tree.compare.csv:98 18 .1837
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.20.numG500.species_tree.tree.compare.csv:98 18 .1837
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.20.numG50.species_tree.tree.compare.csv:98 27 .2755
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.33.numG1000.species_tree.tree.compare.csv:98 20 .2041
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.33.numG200.species_tree.tree.compare.csv:98 20 .2041
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.33.numG500.species_tree.tree.compare.csv:98 19 .1939
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.33.numG50.species_tree.tree.compare.csv:98 26 .2653
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.3.numG1000.species_tree.tree.compare.csv:98 18 .1837
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.3.numG200.species_tree.tree.compare.csv:98 17 .1735
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.3.numG500.species_tree.tree.compare.csv:98 17 .1735
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.3.numG50.species_tree.tree.compare.csv:98 22 .2245
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.50.numG1000.species_tree.tree.compare.csv:98 22 .2245
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.50.numG200.species_tree.tree.compare.csv:98 19 .1939
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.50.numG500.species_tree.tree.compare.csv:98 18 .1837
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.50.numG50.species_tree.tree.compare.csv:98 28 .2857
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.5.numG1000.species_tree.tree.compare.csv:98 20 .2041
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.5.numG200.species_tree.tree.compare.csv:98 18 .1837
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.5.numG500.species_tree.tree.compare.csv:98 17 .1735
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.5.numG50.species_tree.tree.compare.csv:98 20 .2041
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.75.numG1000.species_tree.tree.compare.csv:98 21 .2143
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.75.numG200.species_tree.tree.compare.csv:98 25 .2551
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.75.numG500.species_tree.tree.compare.csv:98 27 .2755
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.75.numG50.species_tree.tree.compare.csv:98 34 .3469
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.7.numG1000.species_tree.tree.compare.csv:98 19 .1939
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.7.numG200.species_tree.tree.compare.csv:98 16 .1633
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.7.numG500.species_tree.tree.compare.csv:98 21 .2143
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.7.numG50.species_tree.tree.compare.csv:98 18 .1837
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.non.numG1000.species_tree.tree.compare.csv:98 34 .3469
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.non.numG200.species_tree.tree.compare.csv:98 29 .2959
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.non.numG500.species_tree.tree.compare.csv:98 32 .3265
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_200.gtr.rerooted.final.contracted.non.numG50.species_tree.tree.compare.csv:98 26 .2653
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_400.gtr.rerooted.final.contracted.0.numG1000.species_tree.tree.compare.csv:98 19 .1939
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_400.gtr.rerooted.final.contracted.0.numG200.species_tree.tree.compare.csv:98 20 .2041
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_400.gtr.rerooted.final.contracted.0.numG500.species_tree.tree.compare.csv:98 17 .1735
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_400.gtr.rerooted.final.contracted.0.numG50.species_tree.tree.compare.csv:98 26 .2653
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_400.gtr.rerooted.final.contracted.10.numG1000.species_tree.tree.compare.csv:98 18 .1837
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_400.gtr.rerooted.final.contracted.10.numG200.species_tree.tree.compare.csv:98 18 .1837
01/bestMLestimatedgenetree/astral.4.11.1.estimatedgenetre_400.gtr.rerooted.final.contracted.10.numG500.species_tree.tree.compare.csv:98 17 .1735
