01 ASTRALIII 1600 0 1000 54175
01 ASTRALIII 1600 0 200 18743
01 ASTRALIII 1600 0 500 31743
01 ASTRALIII 1600 0 50 13609
01 ASTRALIII 1600 10 1000 47205
01 ASTRALIII 1600 10 200 14865
01 ASTRALIII 1600 10 500 28733
01 ASTRALIII 1600 10 50 10309
01 ASTRALIII 1600 20 1000 31079
01 ASTRALIII 1600 20 200 13883
01 ASTRALIII 1600 20 500 20587
01 ASTRALIII 1600 20 50 9165
01 ASTRALIII 1600 33 1000 22013
01 ASTRALIII 1600 33 200 10017
01 ASTRALIII 1600 33 500 16659
01 ASTRALIII 1600 33 50 8131
01 ASTRALIII 1600 3 1000 56019
01 ASTRALIII 1600 3 200 16809
01 ASTRALIII 1600 3 500 32389
01 ASTRALIII 1600 3 50 12155
01 ASTRALIII 1600 5 1000 53769
01 ASTRALIII 1600 5 200 16385
01 ASTRALIII 1600 5 500 31649
01 ASTRALIII 1600 5 50 11239
01 ASTRALIII 1600 75 1000 12273
01 ASTRALIII 1600 75 200 8637
01 ASTRALIII 1600 75 500 9437
01 ASTRALIII 1600 75 50 6147
01 ASTRALIII 1600 7 1000 44121
01 ASTRALIII 1600 7 200 15837
01 ASTRALIII 1600 7 500 30941
01 ASTRALIII 1600 7 50 11069
01 ASTRALIII 1600 non 1000 55069
01 ASTRALIII 1600 non 200 20967
01 ASTRALIII 1600 non 500 33889
01 ASTRALIII 1600 non 50 14537
01 ASTRALIII 200 0 1000 100673
01 ASTRALIII 200 0 200 42765
01 ASTRALIII 200 0 500 56501
01 ASTRALIII 200 0 50 35391
01 ASTRALIII 200 10 1000 65431
01 ASTRALIII 200 10 200 35227
01 ASTRALIII 200 10 500 47717
01 ASTRALIII 200 10 50 30567
01 ASTRALIII 200 20 1000 53065
01 ASTRALIII 200 20 200 31041
01 ASTRALIII 200 20 500 37371
01 ASTRALIII 200 20 50 22315
01 ASTRALIII 200 33 1000 29501
01 ASTRALIII 200 33 200 25351
01 ASTRALIII 200 33 500 27507
01 ASTRALIII 200 33 50 19003
01 ASTRALIII 200 3 1000 88155
01 ASTRALIII 200 3 200 40233
01 ASTRALIII 200 3 500 58103
01 ASTRALIII 200 3 50 30019
01 ASTRALIII 200 5 1000 76787
01 ASTRALIII 200 5 200 38505
01 ASTRALIII 200 5 500 49217
01 ASTRALIII 200 5 50 30669
01 ASTRALIII 200 75 1000 11617
01 ASTRALIII 200 75 200 15681
01 ASTRALIII 200 75 500 14881
01 ASTRALIII 200 75 50 14921
01 ASTRALIII 200 7 1000 70743
01 ASTRALIII 200 7 200 37285
01 ASTRALIII 200 7 500 53381
01 ASTRALIII 200 7 50 31399
01 ASTRALIII 200 non 1000 99867
01 ASTRALIII 200 non 200 49545
01 ASTRALIII 200 non 500 65889
01 ASTRALIII 200 non 50 47013
01 ASTRALIII 400 0 1000 71575
01 ASTRALIII 400 0 200 29069
01 ASTRALIII 400 0 500 45205
01 ASTRALIII 400 0 50 22307
01 ASTRALIII 400 10 1000 51601
01 ASTRALIII 400 10 200 21619
01 ASTRALIII 400 10 500 40067
01 ASTRALIII 400 10 50 18225
01 ASTRALIII 400 20 1000 36009
01 ASTRALIII 400 20 200 19911
01 ASTRALIII 400 20 500 27639
01 ASTRALIII 400 20 50 17561
01 ASTRALIII 400 33 1000 21593
01 ASTRALIII 400 33 200 14993
01 ASTRALIII 400 33 500 19593
01 ASTRALIII 400 33 50 13801
01 ASTRALIII 400 3 1000 73585
01 ASTRALIII 400 3 200 28971
01 ASTRALIII 400 3 500 40093
01 ASTRALIII 400 3 50 18335
01 ASTRALIII 400 5 1000 69787
01 ASTRALIII 400 5 200 25197
01 ASTRALIII 400 5 500 38551
01 ASTRALIII 400 5 50 19863
01 ASTRALIII 400 75 1000 13253
01 ASTRALIII 400 75 200 11913
01 ASTRALIII 400 75 500 13499
01 ASTRALIII 400 75 50 10547
