001 ASTRALII non 2000 109 2 .0183
001 ASTRALII non 200 109 2 .0183
001 ASTRALII non 500 109 2 .0183
001 ASTRALII non 50 109 3 .0275
001 ASTRALIII 0 2000 109 2 .0183
001 ASTRALIII 0 200 109 2 .0183
001 ASTRALIII 0 500 109 2 .0183
001 ASTRALIII 0 50 109 3 .0275
001 ASTRALIII 10 2000 109 2 .0183
001 ASTRALIII 10 200 109 2 .0183
001 ASTRALIII 10 500 109 2 .0183
001 ASTRALIII 10 50 109 3 .0275
001 ASTRALIII 20 2000 109 2 .0183
001 ASTRALIII 20 200 109 2 .0183
001 ASTRALIII 20 500 109 2 .0183
001 ASTRALIII 20 50 109 3 .0275
001 ASTRALIII 33 2000 109 2 .0183
001 ASTRALIII 33 200 109 2 .0183
001 ASTRALIII 33 500 109 2 .0183
001 ASTRALIII 33 50 109 3 .0275
001 ASTRALIII 3 2000 109 2 .0183
001 ASTRALIII 3 200 109 2 .0183
001 ASTRALIII 3 500 109 2 .0183
001 ASTRALIII 3 50 109 3 .0275
001 ASTRALIII 50 2000 109 3 .0275
001 ASTRALIII 50 200 109 3 .0275
001 ASTRALIII 50 500 109 3 .0275
001 ASTRALIII 50 50 109 4 .0367
001 ASTRALIII 5 2000 109 2 .0183
001 ASTRALIII 5 200 109 2 .0183
001 ASTRALIII 5 500 109 2 .0183
001 ASTRALIII 5 50 109 3 .0275
001 ASTRALIII 75 2000 109 3 .0275
001 ASTRALIII 75 200 109 3 .0275
001 ASTRALIII 75 500 109 3 .0275
001 ASTRALIII 75 50 109 5 .0459
001 ASTRALIII 7 2000 109 2 .0183
001 ASTRALIII 7 200 109 2 .0183
001 ASTRALIII 7 500 109 2 .0183
001 ASTRALIII 7 50 109 3 .0275
001 ASTRALIII non 2000 109 2 .0183
001 ASTRALIII non 200 109 2 .0183
001 ASTRALIII non 500 109 2 .0183
001 ASTRALIII non 50 109 3 .0275
002 ASTRALII non 2000 107 3 .028
002 ASTRALII non 200 107 12 .1121
002 ASTRALII non 500 107 6 .0561
002 ASTRALII non 50 107 19 .1776
002 ASTRALIII 0 2000 107 3 .028
002 ASTRALIII 0 200 107 7 .0654
002 ASTRALIII 0 500 107 5 .0467
002 ASTRALIII 0 50 107 17 .1589
002 ASTRALIII 10 2000 107 4 .0374
002 ASTRALIII 10 200 107 8 .0748
002 ASTRALIII 10 500 107 7 .0654
002 ASTRALIII 10 50 107 16 .1495
002 ASTRALIII 20 2000 107 5 .0467
002 ASTRALIII 20 200 107 6 .0561
002 ASTRALIII 20 500 107 8 .0748
002 ASTRALIII 20 50 107 17 .1589
002 ASTRALIII 33 2000 107 5 .0467
002 ASTRALIII 33 200 107 6 .0561
002 ASTRALIII 33 500 107 6 .0561
002 ASTRALIII 33 50 107 19 .1776
002 ASTRALIII 3 2000 107 3 .028
002 ASTRALIII 3 200 107 7 .0654
002 ASTRALIII 3 500 107 6 .0561
002 ASTRALIII 3 50 107 17 .1589
002 ASTRALIII 50 2000 107 6 .0561
002 ASTRALIII 50 200 107 6 .0561
002 ASTRALIII 50 500 107 5 .0467
002 ASTRALIII 50 50 107 22 .2056
002 ASTRALIII 5 2000 107 3 .028
002 ASTRALIII 5 200 107 7 .0654
